LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,TARGET_DEFAULT
47898,2,2,2,45,1,2,3,3,2,2,40660,42316,1156,6877,1026,46189,1316,0,0,0,522,160,1
47908,1,2,2,25,8,7,6,0,4,3,13798,53064,24446,6205,18228,7756,0,0,372,0,0,2123,1
359533,1,3,2,37,-1,-1,-1,-1,-1,-1,2500,19152,249,2466,162,74,2504,6842,438,168,8878,777,0
189079,2,1,2,35,-2,-2,-2,-2,-2,-2,1194,2475,-558,-277,795,1669,0,214,5928,319,8379,524,0
337983,1,4,2,28,0,-1,0,-1,-1,0,5894,14989,8168,64362,18374,16577,1451,34541,8817,1800,6443,14791,0
166498,1,1,2,47,3,0,8,-2,7,-2,1474,2197,-156,1553,2233,2545,1113,0,0,1355,103,145,0
47363,1,3,1,24,1,2,2,0,2,0,15037,35762,-111,6095,19094,21469,0,595,1150,164,895,3025,1
11924,1,3,1,42,8,7,6,5,4,3,15927,10542,42635,194639,10973,6974,0,0,0,0,20,27,1
86952,1,1,2,52,6,3,4,5,4,3,34638,67638,34260,48111,43467,28752,599,0,1760,0,1686,298,0
49730,2,3,1,52,0,0,2,0,0,0,43431,53988,55183,72143,31055,48535,2098,401,1909,2040,631,1926,0
454674,1,2,2,27,-2,-2,-2,-2,-2,-2,1366,17978,9392,10931,6037,14203,1389,12597,10912,1846,8882,2220,0
234355,1,1,1,48,1,-2,-2,-2,-2,-2,167088,73585,-443,249115,191240,447335,1482,3113,1397,582,11152,2973,0
171419,1,1,1,24,-1,-1,-1,-1,-1,-1,-762,746,507,2586,-159,-384,2320,900,7984,1495,49,3262,1
45120,1,1,2,55,2,2,2,-2,6,-1,-100,4254,2116,1259,1500,1733,0,0,0,2458,276,1934,1
270446,1,1,2,32,0,0,0,0,0,0,279040,199437,128495,6852,11534,292171,16776,7079,14940,8036,10140,12821,0
99827,1,1,2,41,1,-1,2,-1,3,-1,-248,53812,35230,39405,104447,17933,3135,80,1323,186,3577,2748,0
49035,1,2,1,24,0,0,2,0,0,0,10922,46268,30922,7095,42013,26910,937,1023,2675,1788,889,2294,1
99923,1,1,2,23,-1,-1,-1,-1,0,-1,6202,6860,-2348,352,-1301,8089,1442,0,37,1388,130,9411,0
51775,1,1,2,23,2,2,3,0,0,0,8094,27451,25997,21952,12779,40199,321,2845,204,4453,1047,1620,1
196941,2,1,1,25,-2,-2,-1,-1,-1,-1,11377,21485,22290,19572,8093,19170,1924,2980,9150,2547,11791,2645,0
44469,1,3,1,44,0,0,2,0,0,0,112,11380,-343,-141,1216,-873,0,152,1448,0,1027,674,0
55275,2,2,1,41,1,0,-1,0,0,0,9490,11041,-795,8971,11460,15639,2938,702,5747,355,43,468,0
178816,2,2,2,35,2,-1,-1,-1,-1,-1,-315,2738,2069,689,2513,96,24282,0,1015,1363,1759,2271,0
54001,1,1,1,29,0,0,-2,-2,-2,-2,798,2505,811,1400,-203,-7,1141,0,0,1245,78,0,1
142353,2,3,2,26,0,0,0,0,0,0,15968,64222,29610,41862,32253,44311,510,2632,1567,531,2205,5391,0
175100,1,3,1,37,2,4,2,3,2,2,40841,126296,137953,135862,61212,146816,0,0,500,595,1458,32,0
263959,1,1,2,52,0,0,0,0,0,0,14787,47547,7203,209783,12402,16720,2326,8235,3047,3457,1951,15453,0
397771,1,1,2,37,-2,-2,-2,-2,-1,-1,-1309,604,-1171,-963,-594,2120,2798,4730,5954,2170,9851,6877,0
44466,1,3,1,27,3,5,3,4,3,5,4413,7038,9074,22340,10579,621,0,459,0,0,155,268,0
195177,2,5,1,40,1,0,0,0,-2,0,8122,8871,12970,1658,6520,8202,645,15263,4444,26060,3572,2402,1
50503,1,3,2,25,1,2,2,2,0,2,75878,71515,48156,34752,25487,39976,3033,2730,2271,1897,1147,2467,1
70686,1,3,2,45,3,2,2,0,0,0,33038,46897,34815,2575,29319,43359,451,774,78,2526,4222,537,0
351439,1,1,2,36,3,0,0,0,0,2,33442,8579,4640,8629,18223,15437,1794,6006,4632,95,43,367,0
16253,2,1,2,61,-1,-1,-1,-1,-1,-1,-586,616,-920,-1760,-410,608,0,240,0,6837,247,584,0
43061,1,2,2,39,0,2,0,0,0,0,27581,23368,36504,57770,14210,41462,2703,0,808,1483,127,6119,0
143676,1,3,0,25,-1,2,2,0,0,-1,-194,3606,911,-571,702,-809,0,278,0,1566,1047,415,0
50246,2,2,2,35,0,0,0,0,0,-2,-1203,-888,-1241,-1836,-2124,679,0,0,185,150,0,411,0
62766,2,3,2,36,0,0,0,0,0,0,51459,80666,31323,37017,22667,29315,2803,717,1195,1135,537,1744,0
108312,1,3,1,44,8,3,5,4,4,3,20321,19359,214492,15325,158599,15815,6552,116,90,240,211,397,0
374288,2,2,2,37,0,0,0,0,0,2,36339,56742,69921,71410,30039,81842,3501,1229,3146,2385,1249,2331,1
132612,1,3,1,51,0,7,6,5,4,3,38055,149545,79369,149965,140461,139208,0,1617,3506,143,0,298,0
354182,2,2,2,28,-1,-1,-1,-1,-1,-1,-993,1233,-745,6796,2111,1297,822,1909,1044,2204,4597,4571,0
292140,2,1,2,27,0,0,0,0,0,0,38889,29946,31344,11534,4456,12845,2209,2255,11579,6028,3507,4493,0
45863,1,2,2,25,0,0,0,0,0,-2,9020,9090,3997,8081,3687,-54,840,90,191,9538,0,529,0
21763,1,1,1,56,-1,2,-1,-1,-1,-1,-1041,8070,-1059,13876,1173,6201,787,3932,1563,1312,5257,297,0
46624,1,2,1,49,2,0,3,0,0,0,29054,29077,32561,15394,29169,29154,4123,764,6628,2294,3751,211,1
162141,1,2,3,51,0,0,0,0,0,0,5973,14484,21,267,2279,630,763,189,2575,2304,1388,473,0
214235,1,0,2,34,-1,-1,-1,-1,-1,-2,1195,1343,23,703,165,1593,3354,6818,1175,1073,3963,3516,0
233949,1,1,2,38,1,-1,-1,-1,-1,3,149,13587,40477,7642,401,13051,3527,0,1726,782,38498,6574,0
12293,1,3,2,35,1,4,3,3,3,2,39563,14340,40254,18018,47820,61267,726,0,0,312,1142,1946,1
72442,2,3,1,32,2,2,7,7,7,0,-701,2942,56289,2228,16087,2251,57,246,0,0,1223,5,1
363796,1,1,1,38,-2,-2,-2,-2,-2,-2,779,18545,24012,7390,15350,8271,0,6610,2617,2406,4678,1383,0
367751,1,1,2,29,7,0,0,0,0,0,102986,151141,174999,63199,85044,116193,2747,8010,9326,33204,9474,7688,0
213399,1,2,2,40,0,3,0,2,2,2,212321,235954,108350,147359,75671,144734,4071,1250,2026,8021,7067,236831,0
48749,2,2,2,33,0,0,0,0,0,0,19082,12923,36374,5881,3440,10513,1071,569,6616,13729,4584,2387,0
45841,1,3,2,48,0,2,4,3,3,2,26233,58224,118849,67741,26961,52728,253,0,142,306,1744,2486,0
44097,2,3,1,30,0,0,0,0,0,0,64868,1834,45883,42882,-270,1311,1997,0,714,835,1557,3022,0
18451,1,3,1,30,2,0,0,0,0,0,7310,10286,18951,19323,10310,14271,1532,7479,2293,1645,551,2083,0
206310,2,1,1,43,0,0,-1,-1,-1,-1,14517,19367,199555,2286,13638,1675,3099,0,14166,12035,6162,5460,0
46301,2,3,2,34,0,-1,0,0,-2,0,1194,281,-139,-950,527,75,0,137,507,294,0,4144,0
17374,2,3,1,35,0,0,0,0,0,0,8700,65107,17919,16676,15810,8270,1151,588,762,1692,645,1434,1
22457,1,2,1,28,0,2,0,1,0,0,13743,2186,22813,16118,12148,1052,1723,305,1908,2866,989,2564,0
156411,1,1,2,47,-2,-2,-2,-2,-2,-2,427,1203,-338,-324,557,1429,10383,0,1621,6,194,2867,0
75289,1,1,2,48,0,8,5,0,0,0,15000,61563,13615,34443,31822,17930,1341,483,3424,2063,681,427,0
203874,2,1,2,25,0,0,0,0,0,-1,15835,17711,9412,4264,9121,11071,3488,0,5085,0,2398,135,0
257469,1,3,1,41,0,0,0,0,0,0,229627,246653,299412,176052,300826,316211,6388,10209,19405,13315,20450,14013,0
234497,2,1,2,34,0,0,0,0,0,-2,49,-57,-311,-1550,103,2072,11149,0,2576,0,30,506,1
160913,1,3,1,43,1,3,3,2,2,2,26354,62757,82776,76033,16561,27944,635,3475,0,149,710,5501,1
18280,1,3,2,54,3,6,2,3,2,3,34254,4659,15546,-900,5280,-233,0,0,0,16,638,75,1
478566,2,5,2,46,0,-1,0,0,0,0,243528,17221,245955,7995,28757,253896,4217,8095,7886,1700,3342,16472,0
141328,2,3,2,23,2,2,2,2,2,6,48372,96036,113393,60265,72938,38400,1717,59,4783,1694,521,203,1
55426,1,2,2,47,0,0,0,0,0,0,58991,63631,65889,57076,30970,41525,960,1002,1871,1317,735,2034,0
348008,2,1,1,33,-1,-1,-1,-1,-1,-1,8452,305645,14015,-487,271868,1842,51867,57232,5636,15755,11199,21939,0
223934,1,2,1,27,0,0,0,0,0,0,321304,354040,231522,184849,269829,264768,9161,6164,25638,21733,8394,13154,1
45168,2,3,1,41,0,0,0,0,0,0,14363,11676,8140,23240,12257,32336,3429,45,5,195,609,0,1
164703,1,2,2,26,1,0,0,0,0,0,142911,128435,164451,70742,26206,156084,2304,663,3650,1541,341,2077,0
49492,2,5,1,44,0,0,0,0,0,0,37880,54222,11087,19849,19790,4319,3057,8383,2878,24819,1084,2357,0
65954,1,2,2,31,0,0,0,-2,-2,-2,979,1327,145,136308,-705,49,7200,0,11,31,3671,463,0
49806,1,5,2,42,0,0,0,0,0,0,48120,13032,26705,1343,20585,47960,0,1154,2472,4494,742,5307,0
203080,2,3,2,46,0,0,0,0,0,0,60421,114617,70977,54528,43650,83135,3901,2771,1508,2164,144,2545,0
155779,1,2,2,33,3,2,4,4,7,0,347,1539,1114,-276,912,916,0,0,0,131,0,0,0
343801,2,1,1,35,-1,-1,-2,-2,-2,-1,127,549,-1653,-1310,-1030,1380,30,0,0,966,0,2539,0
17216,1,2,2,33,8,7,5,5,4,3,110534,193945,126248,99058,101344,197021,1534,0,1566,73,6,449,0
43457,1,3,0,43,1,2,-1,-1,0,-1,2078,18172,-522,8646,12471,15415,1783,1406,1888,2470,7043,5663,0
175486,1,3,2,27,2,2,6,4,5,3,71996,29,193,124293,390098,338194,0,4395,401,229,0,228,0
360672,1,1,1,47,1,3,2,2,2,2,248781,228329,94825,140713,99781,182158,1903,2864,6882,5069,8025,7550,1
77283,2,2,2,40,0,0,0,0,0,0,3240,235,-776,-313,-437,697,1468,0,2672,1566,342,506,0
75862,1,1,2,59,2,2,3,4,5,3,300321,66359,148445,53780,234309,135066,875,829,1172,1601,719,250,0
135640,1,1,2,27,-1,-1,1,-1,-1,-1,12880,18197,-1970,5366,11411,396,2871,1215,2435,14280,5664,2230,0
10000,1,2,2,35,3,4,2,3,2,2,22899,8500,18255,33706,4469,40254,0,0,0,0,1240,216,1
48964,1,1,1,32,0,0,0,0,0,0,10156,8836,29431,11557,28909,60208,4126,1756,6395,9683,1809,7093,1
180795,1,1,2,26,-2,-2,-2,-2,-2,-2,-520,-343,-1514,-1848,-2389,-2400,0,0,0,309,0,542,0
149737,2,3,3,34,-2,-2,-2,-2,-2,-2,-1633,1422,-1143,-1441,-1094,-959,0,0,0,424,0,643,0
281260,1,1,1,53,-2,-1,-1,0,0,0,254894,40245,1498,9774,6971,653,1297,16716,13367,8212,186,13169,0
158485,1,1,3,28,0,-1,-1,-1,-2,-2,-51,2244,-637,155,149,789,0,0,0,957,2322,108,0
141046,2,1,1,55,0,0,0,0,0,0,37537,72664,54534,71089,29168,81314,0,488,1819,1333,2441,2371,0
86503,1,2,1,32,2,0,0,0,0,0,66251,54550,47706,71560,55998,70031,4155,448,867,943,347,1811,0
468546,1,1,1,39,-2,-2,-2,-2,-2,-2,117797,3672,13644,1195,67472,-419,889,1420,91,431,6623,283,0
10000,2,2,2,24,0,2,0,0,0,-1,9532,13487,-7109,13727,-3943,9246,2823,0,0,114,134,402,0
182757,2,1,2,35,-2,-2,-2,-2,-2,-2,-1097,-1404,701,-462,-315,44,0,0,0,2339,0,0,0
13875,1,2,2,28,2,2,2,2,2,3,28301,12098,14889,10102,40065,42672,0,0,0,23,1265,1855,1
131313,1,1,2,27,0,3,5,4,2,2,211486,65227,45486,75195,182742,82548,1884,0,4057,6194,17662,7547,0
45703,2,3,1,38,2,2,2,0,0,2,25563,33132,32571,22649,25880,56470,2332,1583,1765,2492,1487,2407,0
206221,2,4,2,34,-2,0,0,0,0,0,172544,196990,198541,116100,259784,149288,4398,4946,6916,9881,6509,34119,0
165751,1,2,1,40,-1,-1,-1,-1,-1,-1,5357,-1087,-129,-1562,15727,971,2881,349,1152,14445,9212,6538,0
200695,2,1,2,29,-2,0,-1,0,-1,0,9703,16236,404,2380,99094,7162,3982,439,6826,2204,15006,14035,0
150165,1,1,2,33,0,1,0,0,0,0,364203,10530,2761,6200,7921,37602,2587,5509,8662,15818,48,6328,0
161690,1,1,2,37,-2,-2,-1,-2,-2,-2,538,1677,-317,-1884,-1659,-1112,354,0,2069,0,137,328,0
47226,1,3,2,24,0,6,4,2,2,2,58028,115782,100216,49742,82886,48821,3725,410,6799,425,382,3208,0
340029,1,1,2,27,0,2,0,-1,0,0,-14,16416,97705,12380,16579,19370,6419,3441,4197,1618,1191,4653,1
198180,2,2,2,32,0,0,0,-2,0,0,184710,5923,9512,16731,11556,14709,6722,219,2558,5536,3613,377,0
136643,1,3,1,34,-2,-1,-1,-1,-1,-1,8504,16169,548,3723,11353,-79,2178,7210,1923,261,15867,229,0
15272,1,3,2,50,2,3,0,0,0,0,13948,5847,7866,17951,9330,21471,1179,2285,8921,12730,10287,3223,1
56070,2,3,1,43,1,5,2,0,-2,0,7795,2061,-489,-630,2408,-362,3240,76,282,1093,472,147,0
186519,1,2,2,48,0,0,0,0,0,0,192765,150116,151061,134947,191317,214573,3051,65921,2296,13672,17281,15578,0
52396,1,3,1,37,1,-2,-2,-2,-2,-2,-2040,262,-85,2482,-1387,113,0,0,324,10056,1451,547,0
145576,1,3,2,27,2,2,2,2,0,0,28315,69263,38700,91527,48078,62514,1670,0,6074,2699,1840,395,0
58481,1,1,2,52,2,2,0,0,0,-1,41901,15927,-9,-819,135,2098,483,54,1716,1999,1366,568,1
14350,1,3,2,38,-1,2,3,2,3,2,39846,56553,80172,47051,26589,29383,0,0,0,151,1339,2756,0
209828,2,1,2,37,-2,-2,-2,-2,-2,-2,625,2317,-1146,-1109,-227,834,0,395,0,0,0,0,0
49037,1,3,1,56,1,6,4,2,3,5,143707,156684,62053,94204,81419,80177,4023,192,1336,37038,21481,1753,0
181881,1,1,1,42,0,0,0,0,0,0,218263,234104,11542,1538,153196,243511,1292,8352,4657,7897,10606,290,0
188083,1,1,2,27,-1,-1,-1,-1,-1,-1,-2132,-1073,-2720,-1456,8134,-1403,346,600,7775,595,200,1440,0
239471,1,2,2,39,1,-2,-2,-2,-2,-2,-1695,1343,409,-1991,-773,-252,0,387,0,1861,0,226,0
46676,1,3,1,42,2,5,0,3,0,-1,15343,2400,103423,820,10240,837,375,395,1892,165,1546,1433,1
69809,2,3,2,26,2,2,7,7,7,7,3151,4030,646,3263,2842,2988,33,0,577,0,28,80,0
180271,1,3,2,30,0,0,0,0,0,0,66347,133089,77019,79585,4443,87056,1768,5886,2305,378,36300,5878,1
141292,2,3,2,27,1,1,2,4,2,2,104928,144262,83129,55510,94969,173005,4916,0,2984,7630,154,2458,0
49743,1,3,2,50,3,2,2,3,2,0,31348,2330,44457,773,-171,912,0,0,0,537,0,326,0
266956,2,1,1,27,-2,-1,-1,-1,-1,-1,113336,467495,184829,228306,161405,243523,42064,10917,19118,13021,12651,21717,0
362736,1,3,1,41,0,-1,-2,-1,-1,-1,6792,9664,13873,7537,9112,-628,9793,28684,8368,207,3493,481,0
17674,1,2,2,47,8,7,6,5,4,3,33942,20341,8454,136887,21869,-808,0,0,0,0,0,0,0
89217,1,4,1,37,0,0,0,0,0,0,154695,147721,100960,63441,61790,90587,1949,5271,71378,7128,82955,3684,0
146674,1,1,2,34,0,0,0,0,0,0,88299,111669,62125,58355,54688,138120,4637,1839,2453,2645,6163,2381,0
163559,1,3,1,48,-1,-1,2,0,0,0,1765,7687,30932,3869,6021,15291,1956,513,1741,14006,1410,6318,1
231674,2,1,1,28,-1,-1,-1,-1,-1,-1,828,1399,2491,1148,451,2075,0,601,1381,76,8183,2109,0
187461,1,3,1,35,0,-1,0,-1,0,0,240718,581154,326834,194869,176053,190632,3297,9139,12448,10259,11894,16653,1
129758,2,0,2,47,0,0,0,0,0,0,55879,102875,85314,69057,63106,61024,5383,2649,5552,1750,4111,6329,0
207761,2,1,2,27,-1,-1,-1,-1,-1,-1,681,155,247,-1206,-943,648,3355,234,0,1553,83039,353,0
178028,2,1,2,48,0,0,0,0,0,0,195919,134318,138581,186908,98041,167501,7654,5208,13478,6374,4534,2788,0
46182,2,3,3,24,0,0,0,0,0,0,45001,14885,33738,13871,29177,85370,1349,1140,7496,2746,604,2606,0
47851,1,1,2,40,-2,-2,-2,-2,-2,-2,-219,-961,9772,3764,-1156,-151,0,0,0,513,245,91,0
191004,1,1,2,28,-1,0,-1,0,0,0,48425,21960,1229,8043,7150,8834,5652,4977,1020,4653,2621,4528,0
15992,2,3,2,49,-1,2,3,0,2,0,478,7081,2613,2066,5703,284,0,0,0,757,967,0,1
46287,2,2,2,61,5,2,4,3,0,0,30027,131946,50668,33917,30899,45751,887,1329,0,2201,60,3894,0
129974,1,2,2,35,0,-1,0,-1,0,0,-1443,-444,-996,3928,-271,188,333,0,1435,1760,226,620,0
222585,2,1,2,48,-2,0,0,-1,0,-2,12504,154,953,-218,222351,1349,2228,606,17494,436,94,586,1
13172,1,2,2,47,1,2,2,2,2,-1,35836,9624,35741,121,16061,9575,2248,7541,0,2280,1098,114,1
20049,1,6,1,54,2,0,2,2,0,0,44707,43210,38285,16015,12068,51102,1128,1174,2490,1633,1046,2385,0
50068,2,2,3,24,2,2,0,0,0,0,41950,1654,-909,10096,-99,788,1092,842,117,2340,594,3208,1
45429,2,3,1,52,-2,-2,-2,-2,-2,-2,-251,1547,-1170,-445,364,2245,0,390,0,535,14,184,0
102110,1,1,2,37,2,1,0,0,0,0,29218,50729,121553,59731,36640,46351,2043,7841,2779,117,3397,2017,0
79670,2,3,2,36,0,0,-2,0,0,0,182084,106128,87266,126267,125371,46641,2348,974,5457,254,190,2686,0
174475,2,1,1,47,0,4,0,0,0,0,70566,61747,44392,78056,39673,230561,834,1821,9191,78,3833,3142,0
62921,1,1,2,24,0,2,0,0,0,0,14756,44661,69606,25457,30008,11441,693,382,1329,1687,4003,1699,1
162056,2,3,2,37,1,-1,-1,-2,-2,-1,-816,7965,68,1459,-751,1371,2023,349,20,1035,3663,1515,0
49163,2,2,1,49,1,3,2,2,2,2,41584,20687,11377,15929,88254,49765,0,1520,2003,0,1762,2996,0
192419,1,1,2,39,1,-1,-2,-2,-2,-2,-576,389,-1166,-1677,-673,1588,3816,719,0,1560,0,1725,0
229277,2,3,2,28,-1,-1,-1,-1,-1,-1,148010,209896,675,1628,186234,99783,2517,7096,3250,14694,46932,103890,1
98432,1,3,2,41,4,4,4,2,2,0,58721,56317,82761,53862,24545,37191,1935,0,467,1390,1009,1759,1
66621,1,1,1,55,-1,-1,-1,-1,-1,-1,-164,12158,-991,4002,7335,19840,1060,0,4845,11508,1415,2372,0
47327,1,3,2,41,2,0,-2,0,-2,-1,-76,2443,-540,5396,-1118,-363,253,1,160,0,120,264,0
121421,1,1,2,26,3,2,-1,7,7,-1,1177,2980,3041,2181,3043,3486,961,0,1297,233,158,576,1
15875,2,3,2,28,2,2,2,3,2,2,-709,11628,1387,1071,-29,1621,459,0,0,2243,1793,160,1
69092,2,3,1,27,3,7,4,5,3,3,34041,48875,12534,266021,25157,51675,0,0,0,337,84,95,1
163014,1,1,2,31,-1,-1,-1,-1,-1,-1,3365,1985,-1338,-1926,-77,-172,999,4788,2030,1375,6689,661,0
280718,2,5,1,37,0,0,0,0,0,0,170201,18736,39848,66436,29372,8676,1867,546,4039,456,3340,5395,0
47525,1,2,2,48,1,2,7,7,7,8,-665,3642,2713,34232,3566,3593,0,328,0,330,0,44,1
209079,1,0,1,40,-2,2,-1,-2,0,0,-33,16759,9005,7350,17638,20755,6483,1326,596,208,10107,2214,1
19026,1,3,2,49,-1,2,2,-2,0,-1,7358,18866,13095,25231,793,24514,6200,787,5835,2406,1212,1121,0
407633,2,1,2,43,0,-1,-2,-2,-1,-2,-2339,756,-1279,-2580,-1469,1419,3063,0,0,0,1103,2937,0
149261,2,3,0,35,2,2,2,0,0,-1,27051,2827,33181,7079,-218,1783,3979,516,324,19,3743,6117,1
376248,1,3,2,30,1,-2,-2,-2,-2,-2,1349,961,610,466,-307,749,0,0,0,352,0,179,0
221965,1,1,1,42,-2,-1,-1,-1,-1,-1,887,9737,-735,362,10642,6540,0,774,0,1613,4,480,1
168303,1,3,2,34,3,2,7,7,7,7,2579,2577,3550,1814,2767,3305,0,1425,0,0,0,3363,1
19832,2,3,1,58,-1,-1,-1,-1,-1,-1,790,1302,3365,1007,901,8963,666,14,0,613,8300,255,0
92514,1,3,1,36,-1,0,0,0,0,0,24160,40409,58580,24271,11898,58006,1963,3420,961,1904,679,3915,0
16059,2,3,1,32,1,-1,0,0,0,0,7322,13821,6533,20543,11802,19869,1987,475,856,5083,1521,2198,1
158712,1,3,2,30,6,2,2,6,7,5,74430,3468,15162,1039,410965,31845,234,0,0,2124,87,2586,0
86370,1,2,2,28,0,0,0,0,0,0,34492,50227,45002,42863,30109,38437,4225,1318,6471,452,2034,3289,0
151098,2,1,2,46,1,-2,2,-2,0,-2,33796,11841,19,2615,51,15503,3476,1032,2070,2604,1001,6794,1
27421,1,3,2,38,8,7,6,5,4,3,1538,13697,-1025,16518,3165,10001,371,0,0,0,0,472,0
213791,2,2,1,27,-1,-1,-1,-1,-1,-1,3936,6740,39671,3423,15427,18925,3465,6618,4561,5060,2859,1821,0
128486,1,2,0,38,2,-1,-1,-1,-1,0,10160,14924,12466,7286,330,68,2291,2907,2669,632,1613,254,0
53845,2,1,2,24,0,0,0,0,0,0,45367,16542,6259,10220,34118,30740,3536,450,8612,1564,773,1762,0
181537,1,1,2,28,0,0,0,0,0,0,28573,85904,93540,58917,38632,75607,177,929,7271,5885,872,2331,1
144057,1,2,2,36,0,5,0,0,0,0,72175,64748,82159,82703,85412,79730,3266,3121,3657,1278,3186,5421,0
15120,2,1,2,47,0,0,0,0,0,0,44316,42936,14145,48377,21853,13690,2227,188,93,1589,1039,2515,0
85289,2,3,3,55,0,0,0,0,0,0,55292,64730,672,12627,38376,1166,3618,4413,620,1897,3093,563,0
187663,2,1,1,62,-1,-1,-1,-1,-1,-1,1578,2932,1419,20,842,1758,19847,328,845,14512,8379,6328,0
47426,2,3,0,41,1,-1,-1,-1,0,0,246,2513,1015,1070,8043,1068,0,891,1596,6859,0,2326,0
458908,2,2,2,28,-1,-1,-1,-1,-1,-1,2717,17477,-412,4797,11286,730,2132,1135,2545,2020,1763,2200,0
48486,1,3,2,42,2,2,7,7,7,7,-502,2789,790,172,1428,2220,0,0,0,0,53,1115,0
234849,1,1,1,35,0,0,0,0,0,0,38959,52283,10745,25906,53528,44519,7553,4057,1649,1041,7041,4342,1
48560,1,3,2,46,0,0,0,0,0,0,265,-270,-39,-90,1058,1216,0,0,0,0,1639,506,0
46735,2,2,2,38,0,2,2,0,0,0,57083,86900,23849,47840,41334,37182,2872,1414,930,2409,2764,2012,0
48968,2,3,2,33,1,2,2,6,2,6,36919,30433,799,23280,40535,1847,174,41,487,1922,47,1699,0
193066,2,5,1,33,0,0,0,0,0,0,103258,126003,94340,83451,77579,174885,3534,3672,2947,1531,1838,49055,0
155523,2,1,1,27,-2,-1,-1,-1,-1,-1,5819,11362,10113,4098,2680,18459,3952,6251,14725,39282,11241,14372,0
184465,1,2,1,28,0,0,0,0,0,0,472586,240327,224005,136345,296608,366035,3728,2753,1581,40973,10477,2694,1
62869,1,3,2,28,4,2,2,3,3,3,52962,48839,29202,16017,48729,38780,1026,1127,1229,1202,1876,5518,0
52223,2,3,1,37,2,5,2,3,0,0,34091,163955,105641,55570,152356,82118,12691,499,110,434,3558,1197,1
109505,2,3,2,37,0,0,0,0,0,0,32666,42475,40211,45949,35954,83581,2974,318,1931,543,1168,2022,0
210764,2,1,2,39,-2,-1,-2,-2,-2,-2,-400,34,-1407,-2773,-1985,-150,3137,0,0,0,135,269,0
45514,1,3,1,25,0,2,2,2,0,0,14372,13249,4907,5290,13894,2531,0,457,1269,1911,1447,2848,1
283786,1,3,2,26,0,0,0,0,0,0,18168,14759,13012,8129,4469,17716,2766,8114,8025,12485,5215,579,0
241051,1,4,2,49,1,0,0,0,0,0,10279,13036,4053,6786,-512,583,2510,198,1689,29049,229,443,0
46417,2,2,3,26,0,0,0,0,0,0,10734,74559,47386,46573,39332,46949,3570,3254,2101,2027,488,2107,0
48407,2,3,3,35,1,0,0,-2,0,-2,-721,397,704,-168,999,651,1116,16,0,1180,0,434,0
162558,2,3,2,48,2,2,0,-2,-2,-2,2477,2511,-125,-52,1202,2077,79,19,0,1639,496,129,0
48357,2,3,2,24,1,2,-2,-2,-2,-2,-295,561,1668,794,877,370,0,0,0,230,0,0,1
10000,1,3,1,27,2,2,2,2,2,0,8323,17469,6187,10078,13532,27759,0,9943,5815,6284,1330,18324,0
264456,1,1,2,38,-1,0,2,-1,0,0,18233,319591,192462,13018,21197,18841,2579,71668,6533,8579,8348,9742,1
84507,2,2,1,29,6,2,0,2,3,2,25597,121414,19750,66718,24927,39236,310,0,446,37,1471,34919,0
271639,1,1,2,32,0,0,0,0,0,-1,-573,225016,187,3211,20920,385,2330,1246,88,1174,70,6321,0
190870,1,1,1,39,-1,-1,-1,-1,-1,-1,998,-54,-1268,-1186,715,233,346,5250,487,2285,8609,12572,0
16682,2,1,2,28,0,-1,0,0,-1,0,327,11378,9856,23768,5174,17630,2873,5759,4722,2589,3056,3789,0
198750,1,1,2,49,0,0,0,0,0,0,158617,84197,75360,80872,55690,148082,2404,8774,1652,520,4357,113675,0
225356,1,1,2,30,1,-1,-1,-1,-2,0,5928,425,515,-1348,-1349,1639,668,0,0,69,2525,152,0
43204,1,3,1,22,3,2,7,7,7,7,1552,3502,3243,1288,1926,1325,0,417,0,0,0,1293,0
189441,1,3,2,26,1,2,0,0,0,0,117666,142589,189839,81806,24408,20726,5294,1058,3298,2317,1557,3121,0
361749,1,1,2,44,0,0,0,0,0,0,4963,39184,12149,28184,16613,23308,3737,8873,8838,17174,2407,5071,0
14731,1,3,2,56,3,3,2,5,4,3,27855,59377,2484,10649,35093,342,0,0,0,226,0,258,1
46002,1,3,2,37,8,4,3,3,4,3,33171,11562,1023,12992,16919,-197,0,0,0,35,0,282,0
53064,2,1,1,29,0,0,0,0,0,0,11510,56634,41523,43491,96247,51096,7007,283,813,7547,1506,651,0
43310,2,3,1,39,1,-2,-2,-2,-2,-2,710,887,-2046,-2189,-1847,-1736,0,0,0,754,96,414,0
14000,1,1,2,29,0,-2,-1,0,0,0,15735,16161,4484,9066,8018,8352,8616,5063,8519,12463,4875,189,0
194557,1,3,2,34,0,0,0,0,0,0,15846,14712,10960,8969,12429,11769,14754,10683,7649,8592,2233,0,0
48811,2,1,1,34,1,2,2,2,2,2,46333,54825,52370,7868,34969,39405,0,584,0,2070,2832,1865,1
169520,1,2,2,26,0,0,0,0,0,0,18489,61528,30910,37431,17557,115716,4882,1013,811,2154,20636,1229,0
